_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
1427,A1347301,NALA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,,NO AGE,2024-07-03T00:00:00,HEALTHY,STRAY,OTC,,2024-07-03T00:00:00,RTO,,HEALTHY,LANAI AVE X WAVERLY AVE,SAN JOSE,2024-07-03T00:00:00
1428,A1347303,TRAP 11,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-03T00:00:00,FERAL,S/N CLINIC,,,2024-07-03T00:00:00,RTF,,FERAL,,SAN JOSE,2024-07-03T00:00:00
1429,A1347304,TRAP 12,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-03T00:00:00,FERAL,S/N CLINIC,,,2024-07-03T00:00:00,RTF,,FERAL,,SAN JOSE,2024-07-03T00:00:00
1430,A1347305,TRAP 13,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-03T00:00:00,FERAL,S/N CLINIC,,,2024-07-05T00:00:00,RTF,,FERAL,,SAN JOSE,2024-07-05T00:00:00
1431,A1347306,TRAP 14,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-03T00:00:00,FERAL,S/N CLINIC,,,2024-07-03T00:00:00,RTF,,FERAL,,SAN JOSE,2024-07-03T00:00:00
1432,A1347307,ANE,DOG,BROWN,WHITE,PIT BULL,FEMALE,2023-08-24T00:00:00,1 YEAR 9 MONTHS,2024-07-03T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-07-06T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-07-06T00:00:00
1433,A1347307,ANE,DOG,BROWN,WHITE,PIT BULL,FEMALE,2023-08-24T00:00:00,1 YEAR 9 MONTHS,2024-08-24T00:00:00,HEALTHY,STRAY,OTC,,2024-08-25T00:00:00,RTO,,HEALTHY,STORY RD,SAN JOSE,2024-08-25T00:00:00
1434,A1347308,LUCKY,DOG,TAN,WHITE,PIT BULL,MALE,,NO AGE,2024-07-03T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-07-06T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-07-06T00:00:00
1435,A1347309,DIAMOND,DOG,BRINDLE-BN,WHITE,PIT BULL,FEMALE,2021-08-24T00:00:00,3 YEARS,2024-07-03T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-07-06T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-07-06T00:00:00
1436,A1347309,DIAMOND,DOG,BRINDLE-BN,WHITE,PIT BULL,FEMALE,2021-08-24T00:00:00,3 YEARS,2024-08-24T00:00:00,HEALTHY,STRAY,OTC,,2024-08-25T00:00:00,RTO,,HEALTHY,STORY RD,SAN JOSE,2024-08-25T00:00:00
1437,A1347310,ALISON WONDERLAND,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2024-05-22T00:00:00,1 YEAR,2024-07-03T00:00:00,MED R,STRAY,OTC,,2024-08-06T00:00:00,ADOPTION,,HEALTHY,SENTER RD X BURKE ST,SAN JOSE,2024-08-06T00:00:00
1438,A1347311,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,MED M,WILDLIFE,FIELD,,2024-07-03T00:00:00,TRANSFER,,MED R,PFIFER RANCH,SAN JOSE,2024-07-03T00:00:00
1439,A1347313,WILSON,DOG,BROWN,,CHIHUAHUA SH,MALE,2015-07-03T00:00:00,9 YEARS,2024-07-03T00:00:00,MED R,STRAY,FIELD,,,,,,CREEK X WILLOW GLEN,SAN JOSE,2025-05-01T00:00:00
1440,A1347317,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,MED SEV,STRAY,OTC,,2024-07-03T00:00:00,EUTH,,MED EMERG,DENAIR AVE / MIDOINE AVE,SAN JOSE,2024-07-03T00:00:00
1441,A1347321,ODIE,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2020-01-07T00:00:00,5 YEARS,2024-07-03T00:00:00,BEH U,STRAY,OTC,,2024-09-23T00:00:00,ADOPTION,,BEH U,DAVID AVE X POMPEY DR,SAN JOSE,2024-09-23T00:00:00
1442,A1347323,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,NURSING,STRAY,OTC,,2024-07-03T00:00:00,RESCUE,,NURSING,600 BLOCK WOOL CREEK DR / WILL WOOL DR,SAN JOSE,2024-07-03T00:00:00
1443,A1347324,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,NURSING,STRAY,OTC,,2024-07-03T00:00:00,RESCUE,,NURSING,600 BLOCK WOOL CREEK DR / WILL WOOL DR,SAN JOSE,2024-07-03T00:00:00
1444,A1347330,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-03T00:00:00,DISPOSAL,,DEAD,COTTLE RD / EL PORTAL WAY,SAN JOSE,2024-07-03T00:00:00
1445,A1347332,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-03T00:00:00,DISPOSAL,,DEAD,DEMPSEY RD / FRENCH CT,MILPITAS,2024-07-03T00:00:00
1446,A1347336,LUNA,CAT,TORBI-DIL,,DOMESTIC SH,SPAYED,2024-04-20T00:00:00,1 YEAR 1 MONTH,2024-07-03T00:00:00,MED R,STRAY,OTC,,2024-08-11T00:00:00,ADOPTION,,HEALTHY,WATER ST X SINGLETON RD,SAN JOSE,2024-08-11T00:00:00
1447,A1347352,BUNNI,DOG,BUFF,WHITE,CHIHUAHUA SH,SPAYED,2024-05-24T00:00:00,1 YEAR,2024-07-03T00:00:00,HEALTHY,STRAY,OTC,,2024-08-10T00:00:00,ADOPTION,,HEALTHY,E CAPITOL EXPY / ABORN RD,SAN JOSE,2024-08-10T00:00:00
1448,A1347353,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,,NO AGE,2024-07-03T00:00:00,DEAD,DISPO REQ,OTC OWNED,,2024-07-03T00:00:00,DISPOSAL,,DEAD,,CAMPBELL,2024-07-03T00:00:00
1449,A1347354,RUSSEL,DOG,WHITE,,MALTESE,NEUTERED,2021-07-08T00:00:00,3 YEARS,2024-07-03T00:00:00,HEALTHY,STRAY,OTC,,2024-07-09T00:00:00,ADOPTION,,HEALTHY,E TAYLOR ST / N 12TH ST,SAN JOSE,2024-07-09T00:00:00
1450,A1347355,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-03T00:00:00,DISPOSAL,,DEAD,YERBA BUENA RD & WHINNEY PL WAY,SAN JOSE,2024-07-03T00:00:00
1451,A1347356,FLACO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-06-09T00:00:00,11 MONTHS,2024-07-03T00:00:00,MED R,STRAY,OTC,,2024-07-05T00:00:00,FOSTER,,MED R,CRUCERO DR X JOE DIMAGGIO CT,SAN JOSE,2024-07-05T00:00:00
1452,A1347356,FLACO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-06-09T00:00:00,11 MONTHS,2024-07-07T00:00:00,MED R,FOSTER,,,2024-07-07T00:00:00,FOSTER,,MED R,,SAN JOSE,2024-07-11T00:00:00
1453,A1347356,FLACO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-06-09T00:00:00,11 MONTHS,2024-07-19T00:00:00,MED R,FOSTER,,,2024-07-19T00:00:00,FOSTER,,MED R,,SAN JOSE,2024-07-19T00:00:00
1454,A1347356,FLACO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-06-09T00:00:00,11 MONTHS,2024-08-30T00:00:00,MED R,FOSTER,,,2024-08-30T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-30T00:00:00
1455,A1347376,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-03T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-03T00:00:00,DISPOSAL,,DEAD,ZANKER RD,SAN JOSE,2024-07-03T00:00:00
1456,A1347378,,OTHER,GREEN,,TURTLE,UNKNOWN,,NO AGE,2024-07-03T00:00:00,HEALTHY,STRAY,OTC,,2024-07-05T00:00:00,RESCUE,,HEALTHY,KING RD / ALUM ROCK AVE,SAN JOSE,2024-07-05T00:00:00
1457,A1347385,CHOLULA,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-05-24T00:00:00,1 YEAR,2024-07-03T00:00:00,HEALTHY,STRAY,OTC,,2024-08-17T00:00:00,ADOPTION,,,LUX CT,SAN JOSE,2024-08-18T00:00:00
1458,A1347395,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-07-04T00:00:00,MED EMERG,WILDLIFE,FIELD,,2024-07-04T00:00:00,TRANSFER,,MED EMERG,W MISSION ST X SAN PEDRO,SAN JOSE,2024-07-04T00:00:00
1459,A1347397,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,,NO AGE,2024-07-04T00:00:00,DEAD,WILDLIFE,FIELD,,2024-07-05T00:00:00,TRANSFER,,,700 BLOCK RIDDER PARK,SAN JOSE,2024-07-06T00:00:00
1460,A1347398,,BIRD,BROWN,,DOVE,UNKNOWN,,NO AGE,2024-07-04T00:00:00,MED M,STRAY,FIELD,,2024-07-04T00:00:00,TRANSFER,,MED M,FAIRORCHARD AVE/BRIARWOOD DR,SAN JOSE,2024-07-04T00:00:00
1461,A1347399,,BIRD,BROWN,WHITE,HAWK,UNKNOWN,,NO AGE,2024-07-04T00:00:00,MED EMERG,WILDLIFE,FIELD,,2024-07-04T00:00:00,TRANSFER,,MED EMERG,LANFAIR DR,SAN JOSE,2024-07-06T00:00:00
1462,A1347400,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2021-07-04T00:00:00,3 YEARS,2024-07-04T00:00:00,MED R,STRAY,MEDVET,,2024-07-05T00:00:00,RTF,,FERAL,SHORTRIDGE,SAN JOSE,2024-07-05T00:00:00
1463,A1347401,NANI,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-05-20T00:00:00,1 YEAR,2024-07-04T00:00:00,MED R,STRAY,MEDVET,,2024-08-22T00:00:00,ADOPTION,,HEALTHY,MONTEREY RD AND CURTNER AVE,SAN JOSE,2024-08-22T00:00:00
1464,A1347402,PATI,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-06-04T00:00:00,11 MONTHS,2024-07-04T00:00:00,MED R,STRAY,MEDVET,,2024-07-06T00:00:00,FOSTER,,MED R,ALUM ROCK AVE AND CAPITOL AVE,SAN JOSE,2024-07-14T00:00:00
1465,A1347402,PATI,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-06-04T00:00:00,11 MONTHS,2024-11-19T00:00:00,HEALTHY,FOSTER,,,2024-11-25T00:00:00,ADOPTION,,HEALTHY,ALUM ROCK AVE AND CAPITOL AVE,SAN JOSE,2024-11-25T00:00:00
1466,A1347403,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-07-04T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-04T00:00:00,DISPOSAL,,DEAD,FLINT AVE X FLINTMONT,SAN JOSE,2024-07-04T00:00:00
1467,A1347407,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2024-05-04T00:00:00,1 YEAR,2024-07-02T00:00:00,HEALTHY,STRAY,OTC,,2024-07-07T00:00:00,TRANSFER,,HEALTHY,ROCKY MOUNTAIN DR,SAN JOSE,2024-07-07T00:00:00
1468,A1347408,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2024-05-04T00:00:00,1 YEAR,2024-07-02T00:00:00,HEALTHY,STRAY,OTC,,2024-07-07T00:00:00,TRANSFER,,HEALTHY,ROCKY MOUNTAIN DR,SAN JOSE,2024-07-07T00:00:00
1469,A1347410,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-05-04T00:00:00,1 YEAR,2024-07-01T00:00:00,HEALTHY,STRAY,OTC,,2024-07-04T00:00:00,TRANSFER,,HEALTHY,EASTRIDGE LOOP,SAN JOSE,2024-07-04T00:00:00
1470,A1347411,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,2024-07-04T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-04T00:00:00,DISPOSAL,,DEAD,S MAIN ST/ SIERRA WAY,MILPITAS,2024-07-04T00:00:00
1471,A1347412,JOEY,DOG,WHITE,,COCKER SPAN,MALE,2009-07-05T00:00:00,15 YEARS,2024-07-04T00:00:00,MED EMERG,STRAY,FIELD,,2024-07-20T00:00:00,RESCUE,,MED EMERG,SIERRA RD X FLICKINGER AVE,SAN JOSE,2024-08-21T00:00:00
1472,A1347413,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-07-04T00:00:00,MED EMERG,WILDLIFE,FIELD,,2024-07-04T00:00:00,TRANSFER,,MED EMERG,300 BLOCK GREY GHOST,SAN JOSE,2024-07-06T00:00:00
1473,A1347414,,DOG,BROWN,,CHIHUAHUA SH,MALE,2023-07-08T00:00:00,1 YEAR 10 MONTHS,2024-07-04T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-07-15T00:00:00,TRANSFER,,HEALTHY,,SAN JOSE,2024-07-18T00:00:00
1474,A1347415,CLEO,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2023-01-15T00:00:00,2 YEARS,2024-07-04T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-07-31T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-31T00:00:00
1475,A1347416,SNEEKY,DOG,BRINDLE-BN,,BELG MALINOIS,NEUTERED,2019-07-08T00:00:00,5 YEARS,2024-07-04T00:00:00,HEALTHY,CONFISCATE,POLICE,,2024-07-12T00:00:00,RTO,,HEALTHY,,SARATOGA,2024-07-12T00:00:00
1476,A1347417,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2024-07-04T00:00:00,MED EMERG,WILDLIFE,FIELD,,2024-07-04T00:00:00,TRANSFER,,MED EMERG,5800 BLOCK FISHBURNE AVE,SAN JOSE,2024-07-04T00:00:00
1477,A1347418,JACQUES,DOG,BRINDLE-BN,WHITE,PIT BULL,NEUTERED,2022-02-07T00:00:00,3 YEARS,2024-07-04T00:00:00,HEALTHY,CONFISCATE,POLICE,,2024-07-10T00:00:00,RTO,,HEALTHY,,SARATOGA,2024-07-10T00:00:00
1478,A1347419,NILLA,DOG,WHITE,GRAY,PIT BULL,FEMALE,2022-02-07T00:00:00,3 YEARS,2024-07-04T00:00:00,HEALTHY,CONFISCATE,POLICE,,2024-07-10T00:00:00,RTO,,HEALTHY,,SARATOGA,2024-07-10T00:00:00
1479,A1347420,,DOG,BROWN,BLACK,PUG,UNKNOWN,,NO AGE,2024-07-04T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-04T00:00:00,DISPOSAL,,DEAD,4TH ST X SANTA CLARA ST,SAN JOSE,2024-07-04T00:00:00
1480,A1347423,,CAT,TABBY-BUFF,,DOMESTIC MH,SPAYED,2022-07-05T00:00:00,2 YEARS,2024-07-05T00:00:00,PREGNANT,STRAY,OTC,,2024-07-06T00:00:00,RTF,,HEALTHY,MCLAUGHLIN AVE X MELBOURNE BLVD,SAN JOSE,2024-07-06T00:00:00
1481,A1347427,CHEEKIES,DOG,WHITE,BROWN,CHIHUAHUA SH,FEMALE,2023-10-05T00:00:00,1 YEAR 7 MONTHS,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-06T00:00:00,RTO,,MED R,RAILROAD AVE X MARYLINN DR,MILPITAS,2024-07-06T00:00:00
1482,A1347434,LILO,DOG,BROWN,,FRENCH BULLDOG,SPAYED,2023-07-05T00:00:00,1 YEAR 10 MONTHS,2024-07-05T00:00:00,HEALTHY,STRAY,OTC,,2024-07-11T00:00:00,FOSTER,,HEALTHY,SAMARIA PL X WEBER ST,SAN JOSE,2024-07-11T00:00:00
1483,A1347434,LILO,DOG,BROWN,,FRENCH BULLDOG,SPAYED,2023-07-05T00:00:00,1 YEAR 10 MONTHS,2024-07-11T00:00:00,HEALTHY,FOSTER,,NO TIME,2024-07-12T00:00:00,FOSTER,,HEALTHY,,SAN JOSE,2024-08-29T00:00:00
1484,A1347434,LILO,DOG,BROWN,,FRENCH BULLDOG,SPAYED,2023-07-05T00:00:00,1 YEAR 10 MONTHS,2024-08-30T00:00:00,HEALTHY,FOSTER,,IP ADOPT,2024-08-30T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-30T00:00:00
1485,A1347435,FORBES,DOG,TAN,WHITE,FRENCH BULLDOG,NEUTERED,2023-07-05T00:00:00,1 YEAR 10 MONTHS,2024-07-05T00:00:00,HEALTHY,STRAY,OTC,,2024-07-15T00:00:00,ADOPTION,,HEALTHY,SAMARIA PL X WEBER ST,SAN JOSE,2024-07-15T00:00:00
1486,A1347441,MELLIE,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2023-07-08T00:00:00,1 YEAR 10 MONTHS,2024-07-05T00:00:00,HEALTHY,STRAY,OTC,,2024-11-03T00:00:00,RESCUE,,MED M,OCALA AVE X BERONA WAY,SAN JOSE,2024-11-03T00:00:00
1487,A1347444,YOGURT,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-05-29T00:00:00,1 YEAR,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-08-10T00:00:00,ADOPTION,,HEALTHY,CLARICE DR/HURAN DR,SAN JOSE,2024-08-10T00:00:00
1488,A1347445,CHAVELA,DOG,BROWN,WHITE,CHIHUAHUA SH,SPAYED,2017-07-05T00:00:00,7 YEARS,2024-07-05T00:00:00,HEALTHY,STRAY,OTC,,2024-07-11T00:00:00,ADOPTION,,HEALTHY,W SAN CARLOS ST X RACE ST,SAN JOSE,2024-07-11T00:00:00
1489,A1347448,BLITZ,BIRD,WHITE,,PIGEON,UNKNOWN,,NO AGE,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-24T00:00:00,ADOPTION,,,LANAI AVE X HONEYSUCKLE,SAN JOSE,2024-07-24T00:00:00
1490,A1347449,MAGNOLIA DAWN,CAT,BLACK,,DOMESTIC MH,SPAYED,2024-05-23T00:00:00,1 YEAR,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-05T00:00:00,FOSTER,,MED R,PRING CT X STERLING BLVD,CUPERTINO,2024-07-05T00:00:00
1491,A1347449,MAGNOLIA DAWN,CAT,BLACK,,DOMESTIC MH,SPAYED,2024-05-23T00:00:00,1 YEAR,2024-08-23T00:00:00,MED R,FOSTER,,IP ADOPT,2024-08-23T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-23T00:00:00
1492,A1347451,HEMMINGWAY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-18T00:00:00,1 YEAR,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-08-10T00:00:00,ADOPTION,,HEALTHY,COMMUNICATION HILLS BLVD/CURTNER AVE,SAN JOSE,2024-08-10T00:00:00
1493,A1347452,REESE,DOG,BLACK,BROWN,MIN PINSCHER,NEUTERED,2020-07-08T00:00:00,4 YEARS,2024-07-05T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-07-12T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-07-12T00:00:00
1494,A1347453,,CAT,TORBI-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,NURSING,STRAY,OTC,,2024-07-16T00:00:00,FOSTER,,NURSING,CORLISTA DR/KINGMAN AVE,SAN JOSE,2024-07-16T00:00:00
1495,A1347453,,CAT,TORBI-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-18T00:00:00,NURSING,FOSTER,,,2024-07-22T00:00:00,RESCUE,,NURSING,,SAN JOSE,2024-07-22T00:00:00
1496,A1347454,,CAT,CALICO-DIL,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-18T00:00:00,NURSING,FOSTER,,,2024-07-22T00:00:00,RESCUE,,NURSING,Q,SAN JOSE,2024-07-22T00:00:00
1497,A1347454,,CAT,CALICO-DIL,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,NURSING,STRAY,OTC,,2024-07-16T00:00:00,FOSTER,,NURSING,CORLISTA DR/KINGMAN AVE,SAN JOSE,2024-07-16T00:00:00
1498,A1347455,,CAT,CALICO-DIL,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,NURSING,STRAY,OTC,,2024-07-16T00:00:00,FOSTER,,NURSING,CORLISTA DR/KINGMAN AVE,SAN JOSE,2024-07-16T00:00:00
1499,A1347455,,CAT,CALICO-DIL,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-18T00:00:00,NURSING,FOSTER,,,2024-07-22T00:00:00,RESCUE,,NURSING,,SAN JOSE,2024-07-22T00:00:00
1500,A1347456,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-05T00:00:00,DISPOSAL,,DEAD,LEIGH AVE / HAMILTON PL,SAN JOSE,2024-07-05T00:00:00
1501,A1347457,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,,NO AGE,2024-07-17T00:00:00,MED SEV,FOSTER,,,2024-07-25T00:00:00,DIED,,MED SEV,KING RD/STORY RD,SAN JOSE,2024-07-29T00:00:00
1502,A1347458,CUMULONIMBUS MCFLUFF,CAT,GRAY,,DOMESTIC MH,NEUTERED,2024-04-25T00:00:00,1 YEAR 1 MONTH,2024-07-05T00:00:00,HEALTHY,STRAY,OTC,,2024-07-12T00:00:00,FOSTER,,HEALTHY,KING RD/STORY RD,SAN JOSE,2024-07-12T00:00:00
1503,A1347458,CUMULONIMBUS MCFLUFF,CAT,GRAY,,DOMESTIC MH,NEUTERED,2024-04-25T00:00:00,1 YEAR 1 MONTH,2024-07-17T00:00:00,HEALTHY,FOSTER,,,2024-08-06T00:00:00,ADOPTION,,HEALTHY,KING RD/STORY RD,SAN JOSE,2024-08-06T00:00:00
1504,A1347459,SURVIVOR SAM,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,2024-05-06T00:00:00,16 WEEKS,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-08-19T00:00:00,EUTH,,MED SEV,TOBAGO AVE X TURTLEROCK DR,SAN JOSE,2024-08-28T00:00:00
1505,A1347460,,DOG,GRAY,WHITE,POODLE MIN,MALE,,NO AGE,2024-07-05T00:00:00,HEALTHY,STRAY,FOUND,,2024-09-22T00:00:00,FOUND ANIM,,HEALTHY,LOCKWOOD DR/CROPLEY AVE,SAN JOSE,2024-09-22T00:00:00
1506,A1347462,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-07-03T00:00:00,MED R,STRAY,OTC,,2024-07-08T00:00:00,EUTH,,MED SEV,WHITE RD / STORY RD,SAN JOSE,2024-07-08T00:00:00
1507,A1347463,PRESLEY,DOG,YELLOW,WHITE,VIZSLA,NEUTERED,2023-12-05T00:00:00,1 YEAR 5 MONTHS,2024-07-05T00:00:00,HEALTHY,STRAY,OTC,,2024-08-09T00:00:00,FOSTER,,HEALTHY,S WHITE RD/ OCALA AVE,SAN JOSE,2024-09-03T00:00:00
1508,A1347463,PRESLEY,DOG,YELLOW,WHITE,VIZSLA,NEUTERED,2023-12-05T00:00:00,1 YEAR 5 MONTHS,2024-09-04T00:00:00,HEALTHY,FOSTER,,,2024-09-04T00:00:00,ADOPTION,,HEALTHY,,,2024-09-04T00:00:00
1509,A1347464,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-10T00:00:00,DEAD,DISPO REQ,,,2024-07-10T00:00:00,DISPOSAL,,MED SEV,,,2025-03-11T00:00:00
1510,A1347465,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-05T00:00:00,DISPOSAL,,DEAD,CARICK PL WAY / COLT WAY,SAN JOSE,2024-07-05T00:00:00
1511,A1347466,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-06T00:00:00,FOSTER,,NURSING,E HOMESTEAD RD/N WOLFE RD,CUPERTINO,2024-07-06T00:00:00
1512,A1347466,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-12T00:00:00,MED R,FOSTER,,,2024-07-13T00:00:00,DIED,,MED SEV,E HOMESTEAD RD/N WOLFE RD,CUPERTINO,2024-07-15T00:00:00
1513,A1347467,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-05T00:00:00,DISPOSAL,,DEAD,HOSTETTER RD X MORRILL AVE,SAN JOSE,2024-07-05T00:00:00
1514,A1347468,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-06T00:00:00,FOSTER,,NURSING,E HOMESTEAD RD/N WOLFE RD,CUPERTINO,2024-07-06T00:00:00
1515,A1347468,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-12T00:00:00,MED R,DISPO REQ,,,2024-07-12T00:00:00,DIED,,MED SEV,E HOMESTEAD RD/N WOLFE RD,CUPERTINO,2025-04-03T00:00:00
1516,A1347469,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-12T00:00:00,MED R,FOSTER,,,2024-07-14T00:00:00,EUTH,,MED SEV,E HOMESTEAD RD/N WOLFE RD,CUPERTINO,2024-07-14T00:00:00
1517,A1347469,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-06T00:00:00,FOSTER,,NURSING,E HOMESTEAD RD/N WOLFE RD,CUPERTINO,2024-07-06T00:00:00
1518,A1347470,TNR,CAT,GRAY,,DOMESTIC MH,SPAYED,,NO AGE,2024-07-05T00:00:00,MED R,STRAY,OTC,,2024-07-18T00:00:00,RTF,,FERAL,COYOTE RD X HOUNDSBROOK WAY,SAN JOSE,2024-07-18T00:00:00
1519,A1347471,PORQUE,DOG,BLACK,,PIT BULL,MALE,2022-02-07T00:00:00,3 YEARS,2024-07-05T00:00:00,MED SEV,STRAY,OTC,,2024-07-07T00:00:00,RTO,,HEALTHY,MOUNTAIRE LN/ HILLTOP DR.,SAN JOSE,2024-07-07T00:00:00
1520,A1347473,,DOG,BLACK,GRAY,SHIH TZU,NEUTERED,,NO AGE,2024-07-05T00:00:00,MED SEV,STRAY,OTC,,2024-07-05T00:00:00,EUTH,,MED SEV,S WINCHESTER BLVD,SAN JOSE,2024-07-05T00:00:00
1521,A1347474,DIZZY,DOG,TAN,BLACK,GERM SHEPHERD,FEMALE,2010-07-09T00:00:00,14 YEARS,2024-11-13T00:00:00,DEAD,CONFISCATE,CRUELTY,,,,,,,SAN JOSE,2024-11-13T00:00:00
